name,lat,lon,status,P20_001,P20_002,P20_003,P20_004,P20_005,P20_006,P20_007,P20_008,P20_009,P20_010,P20_011,P20_012,レベル,備考,緯度,経度,NO
宮下ふれあい広場,33.20427445,132.5427987,,38203,宮下ふれあい広場,愛媛県宇和島市宮下乙605番地,一時避難場所、津波一時避難場所,13891,13891,0,0,0,0,0,1,3,,33.20427445,132.5427987,925
宮家享宅庭,33.13606162,132.528402,,38203,宮家享宅庭,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13606162,132.528402,926
宮本博充さん宅前の空地,33.23849595,132.5747408,,38203,宮本博充さん宅前の空地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.23849595,132.5747408,927
宮野下村集会所,33.291509,132.610188,,38203,宮野下村集会所,愛媛県宇和島市三間町宮野下979番地,収容施設,-1,-1,0,0,0,0,0,1,1,,33.291509,132.610188,928
旧県道の辰野トンネル周辺,33.17157524,132.4695302,,38203,旧県道の辰野トンネル周辺,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.17157524,132.4695302,929
旧県道宇和島・下波・三浦線（豊浦）,33.17202009,132.4990123,,38203,旧県道宇和島・下波・三浦線（豊浦）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.17202009,132.4990123,930
旧国道,33.05197901,132.4861407,,38203,旧国道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.05197901,132.4861407,931
旧水源地跡,33.19986926,132.4016255,,38203,旧水源地跡,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.19986926,132.4016255,932
旧闘牛場,33.12210671,132.51554,,38203,旧闘牛場,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.12210671,132.51554,933
旧和霊土俵,33.23086037,132.5646838,,38203,旧和霊土俵,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.23086037,132.5646838,934
漁家隧道車庫裏山,33.05840727,132.4449731,,38203,漁家隧道車庫裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.05840727,132.4449731,935
魚貝藻霊供養塔,33.20101888,132.4580949,,38203,魚貝藻霊供養塔,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20101888,132.4580949,936
魚棚児童公園,33.275758,132.541316,,38203,魚棚児童公園,愛媛県宇和島市吉田町魚棚35-1,一時避難場所,610,-1,0,0,0,0,0,1,3,,33.275758,132.541316,937
魚泊集会所,33.19943472,132.4571592,,38203,魚泊集会所,愛媛県宇和島市遊子2927番地（魚泊）,収容施設,49,99,0,0,0,0,0,1,1,,33.19943472,132.4571592,938
共同墓地,33.08452397,132.4758342,,38203,共同墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.08452397,132.4758342,939
共同墓地裏山,33.09863958,132.4833336,,38203,共同墓地裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.09863958,132.4833336,940
興徳庵裏山,33.06855097,132.4852838,,38203,興徳庵裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.06855097,132.4852838,941
曲烏集会所裏共同墓地,33.060382,132.466002,,38203,曲烏集会所裏共同墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.060382,132.466002,942
玉川久宅裏山,33.14436034,132.4751763,,38203,玉川久宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14436034,132.4751763,943
玉川工務店前の国道,33.239078,132.589459,,38203,玉川工務店前の国道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.239078,132.589459,944
玉津公民館,33.318009,132.520271,,38203,玉津公民館,愛媛県宇和島市吉田町法花津7番耕地360番地1,一時避難場所,350,-1,0,0,0,0,0,1,1,,33.318009,132.520271,945
玉津小学校,33.318905,132.520201,,38203,玉津小学校,愛媛県宇和島市吉田町法花津7-333,収容施設,500,-1,0,0,0,0,0,1,1,,33.318905,132.520201,946
勤労者体育センター,33.1196298,132.5170309,,38203,勤労者体育センター,愛媛県宇和島市津島町高田丙227-9,収容施設,750,1504,0,0,0,0,0,1,3,,33.1196298,132.5170309,947
金剛山大隆寺境内,33.215425,132.5763,,38203,金剛山大隆寺境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.215425,132.5763,948
金勢神社裏山,33.20749,132.559541,,38203,金勢神社裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.20749,132.559541,949
金銅集会所,33.29364165,132.6334922,,38203,金銅集会所,愛媛県宇和島市三間町金銅296番地,収容施設,-1,-1,0,0,0,0,0,1,4,,33.29364165,132.6334922,950
金比羅宮付近,33.10859979,132.4153034,,38203,金比羅宮付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.10859979,132.4153034,951
金峰神社裏山,33.122372,132.552133,,38203,金峰神社裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.122372,132.552133,952
九島周回道路（１区）,33.22687848,132.5304542,,38203,九島周回道路（１区）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.22687848,132.5304542,953
九島周回道路（蛤２区）,33.22662381,132.5271742,,38203,九島周回道路（蛤２区）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.22662381,132.5271742,954
九島小学校,33.22341462,132.5252749,,38203,九島小学校,愛媛県宇和島市百之浦1262番地6,一時避難場所,4632,4632,0,0,0,0,0,1,4,,33.22341462,132.5252749,955
栗本アパート裏山,33.11992912,132.5226145,,38203,栗本アパート裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.11992912,132.5226145,956
君ケ浦公園,33.26795938,132.5429924,,38203,君ケ浦公園,愛媛県宇和島市吉田町立間尻,一時避難場所,840,-1,0,0,0,0,0,1,1,,33.26795938,132.5429924,957
君ヶ浦児童公園,33.26762843,132.5432078,,38203,君ヶ浦児童公園,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.26762843,132.5432078,958
畦屋・小谷農道,33.30714175,132.5308684,,38203,畦屋・小谷農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.30714175,132.5308684,959
結出小学校,33.167244,132.457394,,38203,結出小学校,愛媛県宇和島市下波3731、3739、3740番地,一時避難場所,3118,3118,0,0,0,0,0,1,1,,33.167244,132.457394,960
健雄神社,33.31358971,132.5026062,,38203,健雄神社,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.31358971,132.5026062,961
兼近集会所,33.27960952,132.6494711,,38203,兼近集会所,愛媛県宇和島市三間町兼近697番地2,収容施設,-1,-1,0,0,0,0,0,1,4,,33.27960952,132.6494711,962
県道（曲烏と盆ヶ浦の間）,33.06120113,132.4688628,,38203,県道（曲烏と盆ヶ浦の間）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.06120113,132.4688628,963
県道（平井方面）,33.062351,132.4637493,,38203,県道（平井方面）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.062351,132.4637493,964
県道宇和島・下波・三浦線（安米）,33.16972431,132.4752467,,38203,県道宇和島・下波・三浦線（安米）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.16972431,132.4752467,965
県道宇和島・下波・三浦線（船隠）,33.1877162,132.5133508,,38203,県道宇和島・下波・三浦線（船隠）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.1877162,132.5133508,966
県道奥浦白浦線（墓地付近）,33.27419008,132.4886172,,38203,県道奥浦白浦線（墓地付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.27419008,132.4886172,967
県道柿之浦・下波線,33.18783657,132.449396,,38203,県道柿之浦・下波線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.18783657,132.449396,968
県道喜路・能登線,33.17672235,132.2708773,,38203,県道喜路・能登線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.17672235,132.2708773,969
県道吉田宇和島線と市道知永海岸線の三叉路付近,33.26008543,132.5416287,,38203,県道吉田宇和島線と市道知永海岸線の三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.26008543,132.5416287,970
県道玉津港線（小名隧道付近）,33.30882894,132.5330664,,38203,県道玉津港線（小名隧道付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.30882894,132.5330664,971
県道蒋渕・下波線（魚泊）,33.19897912,132.4558035,,38203,県道蒋渕・下波線（魚泊）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.19897912,132.4558035,972
県道蒋渕・下波線（水ヶ浦）,33.20076498,132.4574528,,38203,県道蒋渕・下波線（水ヶ浦）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20076498,132.4574528,973
県道船間・伊予吉田停車場線（奥南橋船間側付近）,33.27423348,132.4777352,,38203,県道船間・伊予吉田停車場線（奥南橋船間側付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.27423348,132.4777352,974
県道大浦・柿之浦間,33.05957188,132.4739151,,38203,県道大浦・柿之浦間,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.05957188,132.4739151,975
県道白浦・奥浦・伊予吉田停車場線の掘切付近,33.2976606,132.5041406,,38203,県道白浦・奥浦・伊予吉田停車場線の掘切付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.2976606,132.5041406,976
県道美砂子・郡線,33.21218668,132.3716881,,38203,県道美砂子・郡線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21218668,132.3716881,977
県立宇和島水産高等学校,33.219134,132.555257,,38203,県立宇和島水産高等学校,愛媛県宇和島市明倫町1丁目2番20号,収容施設,4368,8736,0,0,0,0,0,1,1,,33.219134,132.555257,978
県立宇和島東高等学校,33.216935,132.561743,,38203,県立宇和島東高等学校,愛媛県宇和島市文京町1番1号,収容施設,6909,13818,0,0,0,0,0,1,1,,33.216935,132.561743,979
県立三間高等学校,33.290786,132.602127,,38203,県立三間高等学校,愛媛県宇和島市三間町大字戸雁764-3,収容施設、一時避難場所,-1,-1,0,0,0,0,0,1,1,,33.290786,132.602127,980
見性寺,33.10608841,132.5440588,,38203,見性寺,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.10608841,132.5440588,981
元ＮＴＴ寮駐車場,33.21729167,132.5777477,,38203,元ＮＴＴ寮駐車場,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21729167,132.5777477,982
元井ノ川奥市道,33.11162396,132.5377578,,38203,元井ノ川奥市道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.11162396,132.5377578,983
元宗集会所,33.290986,132.620654,,38203,元宗集会所,愛媛県宇和島市三間町元宗317番地,収容施設,-1,-1,0,0,0,0,0,1,1,,33.290986,132.620654,984
古城山,33.21164503,132.5552092,,38203,古城山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21164503,132.5552092,985
古藤田公民館,33.28826272,132.6424923,,38203,古藤田公民館,愛媛県宇和島市三間町古藤田,収容施設,-1,-1,0,0,0,0,0,1,3,,33.28826272,132.6424923,986
戸雁集会所,33.293265,132.599867,,38203,戸雁集会所,愛媛県宇和島市三間町戸雁292番地,収容施設,-1,-1,0,0,0,0,0,1,1,,33.293265,132.599867,987
戸島小学校,33.202738,132.360651,,38203,戸島小学校,愛媛県宇和島市戸島2335番地,一時避難場所,4525,4525,0,0,0,0,0,1,1,,33.202738,132.360651,988
戸島小裏の市道,33.20220711,132.3591301,,38203,戸島小裏の市道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20220711,132.3591301,989
後峠,33.0620752,132.407523,,38203,後峠,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.0620752,132.407523,990
御槙休養村管理センター,33.098698,132.626478,,38203,御槙休養村管理センター,愛媛県宇和島市津島町御内1-545,収容施設,370,750,0,0,0,0,0,1,3,,33.098698,132.626478,991
御槙小学校,33.096451,132.63411,,38203,御槙小学校,愛媛県宇和島市津島町槙川2-178-37,収容施設、一時避難場所,3210,6433,0,0,0,0,0,1,1,,33.096451,132.63411,992
護国神社境内,33.21888754,132.5635501,,38203,護国神社境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.21888754,132.5635501,993
光照寺境内,33.197178,132.4053895,,38203,光照寺境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.197178,132.4053895,994
光明寺裏山,33.17921051,132.4965405,,38203,光明寺裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.17921051,132.4965405,995
口羽医院裏山,33.12312062,132.5169585,,38203,口羽医院裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.12312062,132.5169585,996
弘誓庵跡地,33.1949892,132.4540368,,38203,弘誓庵跡地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.1949892,132.4540368,997
江の組集会所,33.25450189,132.576469,,38203,江の組集会所,愛媛県宇和島市光満甲12番地3,収容施設,28,56,0,0,0,0,0,1,3,,33.25450189,132.576469,998
江の組集会所周辺,33.254564,132.576368,,38203,江の組集会所周辺,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.254564,132.576368,999
荒瀬護宅上農道みかん山,33.14089163,132.4871275,,38203,荒瀬護宅上農道みかん山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14089163,132.4871275,1000
行谷奥市道（山本俊幸宅前）,33.14127697,132.504876,,38203,行谷奥市道（山本俊幸宅前）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14127697,132.504876,1001
高串郵政宿舎,33.24583654,132.5737614,,38203,高串郵政宿舎,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.24583654,132.5737614,1002
高光小学校,33.254681,132.57227,,38203,高光小学校,愛媛県宇和島市高串2番耕地121番地1,一時避難場所、津波一時避難場所,4413,4413,0,0,0,0,0,1,1,,33.254681,132.57227,1003
高山石材店作業所付近,33.277386,132.541981,,38203,高山石材店作業所付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.277386,132.541981,1004
高助集会所,33.200017,132.403107,,38203,高助集会所,愛媛県宇和島市蒋淵763番地（高助）,収容施設,34,69,0,0,0,0,0,1,1,,33.200017,132.403107,1005
高台（揚水ポンプ）,33.16868179,132.5141269,,38203,高台（揚水ポンプ）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.16868179,132.5141269,1006
高齢者コミュニティーセンター,33.28723455,132.6424418,,38203,高齢者コミュニティーセンター,愛媛県宇和島市三間町古藤田,収容施設,-1,-1,0,0,0,0,0,1,3,,33.28723455,132.6424418,1007
告森集会所,33.29518383,132.6630753,,38203,告森集会所,愛媛県宇和島市三間町音地975番地,収容施設,-1,-1,0,0,0,0,0,1,4,,33.29518383,132.6630753,1008
国道３７８号カーブ（モノラックレール沿い）,33.28506043,132.5359061,,38203,国道３７８号カーブ（モノラックレール沿い）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.28506043,132.5359061,1009
国道３７８号線（三ツ尾カーブ付近）,33.30175854,132.5239676,,38203,国道３７８号線（三ツ尾カーブ付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.30175854,132.5239676,1010
国道３７８号線（白浦お大日様付近）,33.31215498,132.5275236,,38203,国道３７８号線（白浦お大日様付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.31215498,132.5275236,1011
黒井地教育集会所,33.30426459,132.6031471,,38203,黒井地教育集会所,愛媛県宇和島市三間町黒井地94番地1,収容施設,-1,-1,0,0,0,0,0,1,3,,33.30426459,132.6031471,1012
黒井地公民館,33.30836503,132.6025208,,38203,黒井地公民館,愛媛県宇和島市三間町黒井地1767番地,収容施設,-1,-1,0,0,0,0,0,1,3,宇和島市の回答より,33.30836503,132.6025208,1013
黒井地集会所,33.30418825,132.6049362,,38203,黒井地集会所,愛媛県宇和島市三間町黒井地2366番地,収容施設,-1,-1,0,0,0,0,0,1,4,,33.30418825,132.6049362,1014
黒河淑さん宅裏の農道,33.22412826,132.5438102,,38203,黒河淑さん宅裏の農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.22412826,132.5438102,1015
黒川集会所,33.29384157,132.6588892,,38203,黒川集会所,愛媛県宇和島市三間町黒川72番地,収容施設,-1,-1,0,0,0,0,0,1,4,,33.29384157,132.6588892,1016
佐々木進宅裏山,33.1241686,132.5189348,,38203,佐々木進宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.1241686,132.5189348,1017
佐川さん宅裏山,33.27993103,132.536805,,38203,佐川さん宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.27993103,132.536805,1018
砂防ダム横林道,33.11533634,132.5027055,,38203,砂防ダム横林道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.11533634,132.5027055,1019
砂防ダム上貯水タンク付近,33.10693238,132.4143059,,38203,砂防ダム上貯水タンク付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.10693238,132.4143059,1020
坂本菊行宅裏山,33.14208721,132.4752359,,38203,坂本菊行宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14208721,132.4752359,1021
坂本豊晴宅裏山墓地,33.06353248,132.4258263,,38203,坂本豊晴宅裏山墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.06353248,132.4258263,1022
坂本満雄宅裏山,33.11159931,132.5206301,,38203,坂本満雄宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.11159931,132.5206301,1023
榊原喜助宅裏山,33.14236041,132.4731959,,38203,榊原喜助宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14236041,132.4731959,1024
桜木団地遊園地,33.25895199,132.5792009,,38203,桜木団地遊園地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.25895199,132.5792009,1025
三浦岩雄さん宅上の農道,33.21333881,132.5366654,,38203,三浦岩雄さん宅上の農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21333881,132.5366654,1026
三浦守さん宅上給水タンク横,33.20035488,132.3939892,,38203,三浦守さん宅上給水タンク横,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20035488,132.3939892,1027
三浦小学校,33.169467,132.505972,,38203,三浦小学校,愛媛県宇和島市三浦西新23番地1,一時避難場所,3917,3917,0,0,0,0,0,1,1,,33.169467,132.505972,1028
三浦小学校裏の砂防ダム,33.16866862,132.5067717,,38203,三浦小学校裏の砂防ダム,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.16866862,132.5067717,1029
三浦西あんずの里,33.165378,132.48413,,38203,三浦西あんずの里,愛媛県宇和島市三浦西1709番地17,収容施設,385,770,0,0,0,0,0,1,3,,33.165378,132.48413,1030
三浦天満神社境内,33.17154007,132.5197882,,38203,三浦天満神社境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.17154007,132.5197882,1031
三間中間集会所,33.28477584,132.6661934,,38203,三間中間集会所,愛媛県宇和島市三間町三間中間474番地1,収容施設,-1,-1,0,0,0,0,0,1,4,,33.28477584,132.6661934,1032
三間町ふれあい交流館,33.28722036,132.6061411,,38203,三間町ふれあい交流館,愛媛県宇和島市迫目128番地,収容施設,-1,-1,0,0,0,0,0,1,3,,33.28722036,132.6061411,1033
三間町運動公園,33.30924593,132.5969371,,38203,三間町運動公園,愛媛県宇和島市三間町黒井地1542番地,一時避難場所,-1,-1,0,0,0,0,0,1,1,,33.30924593,132.5969371,1034
三間町中央公民館,33.291008,132.607921,,38203,三間町中央公民館,愛媛県宇和島市三間町宮野下835番地,収容施設,-1,-1,0,0,0,0,0,1,3,,33.291008,132.607921,1035
三間町町民会館,33.286493,132.60608,,38203,三間町町民会館,愛媛県宇和島市三間町迫目138番地,収容施設,-1,-1,0,0,0,0,0,1,3,,33.286493,132.60608,1036
三間町立幼稚園,33.29120254,132.6145978,,38203,三間町立幼稚園,愛媛県宇和島市三間町元宗521番地1,収容施設,-1,-1,0,0,0,0,0,1,4,,33.29120254,132.6145978,1037
三間町隣保館,33.28411075,132.6012747,,38203,三間町隣保館,愛媛県宇和島市三間町務田681番地1,収容施設,-1,-1,0,0,0,0,0,1,3,,33.28411075,132.6012747,1038
三好霊月宅裏山,33.12823717,132.5177658,,38203,三好霊月宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.12823717,132.5177658,1039
三森忠宅裏山,33.12361937,132.5243551,,38203,三森忠宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.12361937,132.5243551,1040
三島・諏訪神社,33.0586961,132.4252654,,38203,三島・諏訪神社,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.0586961,132.4252654,1041
三島神社,33.19240822,132.499252,,38203,三島神社,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.19240822,132.499252,1042
三島神社の裏山,33.19338248,132.4993322,,38203,三島神社の裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.19338248,132.4993322,1043
三島神社境内,33.20916323,132.5513661,,38203,三島神社境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.20916323,132.5513661,1044
三島神社裏山,33.11475587,132.5476108,,38203,三島神社裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.11475587,132.5476108,1045
三曵友幸宅裏山,33.1056277,132.540314,,38203,三曵友幸宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.1056277,132.540314,1046
山下さつき宅裏山作業道,33.05606417,132.4861529,,38203,山下さつき宅裏山作業道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.05606417,132.4861529,1047
山口園芸裏山,33.11747548,132.5679098,,38203,山口園芸裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.11747548,132.5679098,1048
山口勘七宅裏共同墓地,33.14044117,132.4517845,,38203,山口勘七宅裏共同墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14044117,132.4517845,1049
山口工務店裏山,33.12916626,132.4988663,,38203,山口工務店裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.12916626,132.4988663,1050
山口清弘宅裏農道,33.11701221,132.481126,,38203,山口清弘宅裏農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.11701221,132.481126,1051
山際変電所裏山,33.20934037,132.5616333,,38203,山際変電所裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.20934037,132.5616333,1052
山村峰雄宅裏山,33.13017241,132.5385196,,38203,山村峰雄宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13017241,132.5385196,1053
山村芳樹宅裏山,33.13061552,132.5339145,,38203,山村芳樹宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13061552,132.5339145,1054
山中和雄宅裏みかん山,33.13857045,132.4933961,,38203,山中和雄宅裏みかん山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13857045,132.4933961,1055
山豊水産上の墓地,33.20140849,132.5053549,,38203,山豊水産上の墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20140849,132.5053549,1056
山本さん宅上の道路,33.21580993,132.5529467,,38203,山本さん宅上の道路,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21580993,132.5529467,1057
山本金利さん宅裏山,33.06363542,132.4869253,,38203,山本金利さん宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.06363542,132.4869253,1058
山本昭三宅前市道,33.14112043,132.5019883,,38203,山本昭三宅前市道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14112043,132.5019883,1059
山本績宅裏山,33.14257998,132.4715415,,38203,山本績宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14257998,132.4715415,1060
市営住宅の裏山,33.2381018,132.5749479,,38203,市営住宅の裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.2381018,132.5749479,1061
市営団地裏公園,33.23743717,132.5822109,,38203,市営団地裏公園,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.23743717,132.5822109,1062
市営闘牛場,33.22734896,132.5727184,,38203,市営闘牛場,愛媛県宇和島市和霊町496番地2,収容施設,2221,4443,0,0,0,0,0,1,3,,33.22734896,132.5727184,1063
